Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Virgin Islands, British;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cape Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo (Brazzaville);Cook Islands;Costa Rica;Ivory Coast;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Congo (Kinshasa);Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See (Vatican City State);Honduras;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;South Korea;Moldova;Reunion;Romania;Russia;Rwanda;Saint Helena, Ascension and Tristan da Cunha;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;Palestinian Territories;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States;Virgin Islands, British;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Wallis and Futuna;Yemen;Zambia;Zimbabwe
2010;2010257;Micronesia;2805;410;1423;..;..;..;21;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;39;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;49;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;94;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;77;..;..;..;285;..;..;..;..;128;..;..;..;..;48;..;..;..;..;..;..;..;..;..;..;22;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;..;..;..;..;..;..;..;..;..;..;..;176;..;..;..;..;..;..;..;..;..;..
2010;2010258;Nauru;2112;39;129;..;..;..;..;..;..;..;..;..;..;..;151;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;377;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;165;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;888;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;24;..;..;..;..;..;..;..;..;..;..;..;..;..;74;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;236;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010259;Northern Mariana Islands;24168;215;823;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;413;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2894;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;810;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;599;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;52;..;..;..;..;..;1245;..;..;..;..;..;..;..;..;..;140;..;..;..;..;..;..;..;..;..;..;..;630;..;..;..;..;12330;..;..;1018;..;1604;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1395;..;..;..;..;..;..;..;..;..;..
2010;2010260;Palau;5490;45;104;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;526;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;262;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;156;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;445;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;268;..;..;..;..;..;..;..;..;3247;..;..;..;..;76;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;361;..;..;..;..;..;..;..;..;..;..
2010;2010261;Polynesia;72579;2949;6292;..;..;717;1650;..;..;..;..;..;..;..;810;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;146;..;..;..;..;..;..;1452;..;..;..;14;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1323;..;22872;..;149;..;..;..;424;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;260;18;..;..;..;..;..;156;..;160;..;..;..;49;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;70;..;..;..;..;..;..;..;..;..;..;8;..;17;3786;5059;..;..;..;23;..;..;..;..;..;..;65;..;..;1117;..;..;..;..;296;..;..;..;..;..;..;..;..;..;..;16321;..;..;..;..;..;..;..;..;..;..;..;13;..;..;..;85;..;..;..;..;..;..;127;..;..;..;..;..;..;132;1487;..;..;..;..;..;191;..;..;..;204;..;3443;..;..;..;447;..;212;35;..;..;..
2010;2010262;American Samoa;23555;141;423;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;600;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;333;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;726;..;..;..;..;..;..;..;..;..;..;..;..;..;1117;..;..;..;..;296;..;..;..;..;..;..;..;..;..;..;15842;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;21;1291;..;..;..;..;..;..;..;..;..;..;..;2553;..;..;..;..;..;212;..;..;..;..
2010;2010263;Cook Islands;3769;232;437;..;..;..;..;..;..;..;..;..;..;..;336;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;138;..;..;..;112;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17;..;2340;..;..;..;16;..;..;..;..;..;..;17;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;86;..;29;..;..;..;..;..;..;..;..;..;..
2010;2010264;French Polynesia;31640;575;3477;..;..;717;..;..;..;..;..;..;..;..;74;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;135;..;..;..;..;..;..;648;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32;..;22012;..;..;..;..;..;379;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;41;18;..;..;..;..;..;156;..;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2235;117;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;85;..;..;..;..;..;..;127;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;89;..;441;..;..;..;222;..;..;35;..;..;..
2010;2010265;Niue;545;50;30;..;..;..;..;..;..;..;..;..;..;..;21;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;45;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;167;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;20;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;116;..;..;..;..;..;76;..;..;..;..;..;20;..;..;..;..;..;..;..;..;..;..
2010;2010266;Samoa;5122;118;333;..;..;..;1650;..;..;..;..;..;..;..;346;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11;..;..;..;..;..;..;62;..;..;..;14;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;142;..;11;..;..;..;..;..;45;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;53;..;..;..;16;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8;..;..;..;1551;..;..;..;7;..;..;..;..;..;..;48;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;111;80;..;..;..;..;..;76;..;..;..;29;..;381;..;..;..;17;..;..;..;..;..;..
2010;2010267;Tokelau;429;1;33;..;..;..;..;..;..;..;..;..;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;158;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;165;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;39;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010268;Tonga;4589;1778;1521;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;142;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;580;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;219;..;..;..;..;..;..;..;..;82;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;267;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010269;Tuvalu;154;13;18;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;53;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;18;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19;..;..;..;..;..;..;..;..;..;..
2010;2010270;Wallis and Futuna;2776;41;20;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;849;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;70;..;..;..;..;..;..;..;..;..;..;..;..;..;1551;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;208;..;..;..;..;..;..
2015;2015001;WORLD;247585744;3386035;6715476;4855376;1137917;1785555;2035;7589;611320;2290;49030;952965;946246;16862;520982;532718;1145889;40340;56304;7246726;95023;1473782;541558;61213;608559;15885;44041;795729;1611438;76030;1557293;4590;44992;1166722;1451286;378702;222673;1034848;325831;1313217;8921;1230;692563;226437;15944;611004;9675209;2671696;115633;243502;21505;138822;841241;872057;1511294;69897;155969;856515;107608;1535315;250570;15518;69765;1402779;1105180;3200613;1509676;93098;546158;190954;753241;14692;911;207305;289031;2123574;4362;1304;64922;84396;833305;4032652;826994;10446;862150;18279;65122;10432;2123;1080720;417446;96112;472751;1244867;180;700074;587121;38634;15860056;3974873;1111953;1668072;766140;8627;338246;2872034;1072825;801380;698934;3905768;459337;4815;197827;745200;1275951;358622;773357;309073;252954;154432;3868;568406;57800;171353;331968;1795712;2830;1057333;100266;7271;13530;118570;161947;6602;12546537;20221;28944;66274;135539;16328;2852573;904427;2798323;180167;2294;1668329;962443;6252;796553;645309;353698;1180589;5364;2640;188979;20359;5922305;2561;144881;4284;843512;1430187;5423323;4258157;2209237;1867061;23506;2391558;924333;3121;3412055;10354892;513648;3435;37193;53364;432;59032;114206;2310;81065;269645;544791;931921;38164;150017;315717;23812;335780;134338;3767;1924902;862951;1418791;1289225;1625614;3732417;1876275;278250;86684;328141;648999;6238472;583704;497411;861576;37759;438492;2254;58438;360896;752714;3100282;241393;1843;3483;732235;5842594;135577;4726208;306356;2919168;3325;348569;1973283;8569;640686;2626924;7843;1089146;263912;698462
2015;2015014;Burundi;289810;3242;23599;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;605;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;167768;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;302;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1032;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;64363;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;891;..;..;..;28008;..;..;..;..;..;..;..;..;..;..;..
2015;2015015;Comoros;12555;597;754;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;482;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;76;..;..;..;..;..;..;..;..;..;..;..;..;9651;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;850;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;145;..;..;..;..;..;..;..;..;..;..;..
2015;2015016;Djibouti;112351;1679;5042;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12323;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;93042;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;265;..;..
2015;2015017;Eritrea;15941;693;1533;..;..;..;..;..;346;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1046;..;..;..;..;..;..;..;..;..;..;135;..;192;..;..;..;..;..;..;..;..;..;..;1688;..;..;..;..;..;..;..;..;..;..;108;..;..;..;..;436;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;119;..;..;..;..;..;..;..;..;..;..;..;351;..;..;..;..;..;..;..;..;..;..;..;..;..;772;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1107;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;467;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2457;122;1490;..;..;..;208;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1524;..;..;56;526;..;..;..;..;..;..;..;..;..;241;324
2015;2015018;Ethiopia;1162576;17477;57058;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;40;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;102;..;3705;..;..;..;..;..;..;206030;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;150;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;442910;..;395202;..;..;..;39539;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;218;..;..;..;..;..;..;..;..;..;..;..;..;145;..;..
2015;2015019;Kenya;1084357;21112;39318;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4345;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11292;..;..;..;..;..;..;..;..;2127;..;36889;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;601;..;68;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6330;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;488470;112;92355;..;..;..;7614;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;333789;..;..;..;39935;..;..;..;..;..;..;..;..;..;..;..
2015;2015020;Madagascar;32075;4785;3827;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1979;..;10953;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8950;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1581;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015021;Malawi;232803;11708;37781;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8250;..;..;..;..;..;..;..;..;..;..;..;..;..;11395;..;..;..;..;..;..;..;..;..;2210;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2390;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54183;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6576;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54;8174;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1460;9507;..;..;..;..;..;..;..;..;..;42362;36753
2015;2015022;Mauritius;28585;191;1361;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8327;..;..;118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36;..;..;..;..;..;..;2951;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1505;..;..;..;..;..;136;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8651;..;..;..;50;..;..;146;..;9;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2277;..;61;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;187;..;..;..;..;..;..;..;..;..;..;..;..;..;..;49;..;..;..;..;..;..;..;..;..;..;..;..;124;..;..;..;..;..;..;..;622;..;27;1126;..;..;..;..;..;105;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;454;..;49;..;..;..;..;..;..;..;..;..;..
2015;2015023;Mayotte;73992;768;768;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;57479;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9659;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5318;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
